hhid,household_serial_no,taz,mgra,hinccat1,hinc,hworkers,veh,persons,hht,bldgsz,unittype,version,poverty
791912,0,1631,708,3,63543,2,2,3,2,6,0,0,2.925552486
791913,0,1631,708,1,23500,0,0,1,6,8,0,0,1.841703762
791914,0,1631,708,5,216477,2,2,2,1,2,0,0,12.55667053
791915,0,1631,708,5,390412,2,2,2,1,9,0,0,22.64573666
791916,0,1631,708,4,133548,0,1,1,4,8,0,0,10.4661442
791917,0,1631,708,1,23478,0,1,1,4,6,0,0,1.840015674
791918,0,1631,708,5,232632,2,2,2,1,9,0,0,13.4937355
791919,0,1631,708,2,30619,1,2,2,2,2,0,0,1.776050464
791920,0,1631,708,2,32310,0,0,1,6,9,0,0,2.532131661
791921,0,1631,708,2,32310,0,0,1,6,9,0,0,2.532131661
791922,0,1631,708,5,242540,0,2,2,1,2,0,0,14.06846868
791923,0,1631,708,5,242540,0,2,2,1,2,0,0,14.06846868
791924,0,1631,708,5,166935,0,1,1,6,9,0,0,13.08268025
791925,0,1631,708,4,113795,0,1,1,6,2,0,0,8.918167712
791926,0,1631,708,4,111900,0,2,3,5,2,0,0,5.151947514
791927,0,1631,708,4,111900,0,2,3,5,2,0,0,5.151947514
791928,0,1631,708,4,111900,0,2,3,5,2,0,0,5.151947514
791929,0,1631,708,4,111900,0,2,3,5,2,0,0,5.151947514
791930,0,1631,708,5,418199,0,0,1,6,9,0,0,32.77422414
791931,0,1631,708,5,418199,0,0,1,6,9,0,0,32.77422414
791932,0,1631,708,3,88637,0,1,1,6,2,0,0,6.946481191
791933,0,1631,708,5,161550,0,1,1,4,7,0,0,12.66065831
791934,0,1631,708,1,16155,0,0,1,6,9,0,0,1.266065831
791935,0,1631,708,5,359718,0,2,2,7,8,0,0,20.86531323
791936,0,1631,708,5,243186,0,2,2,1,2,0,0,14.10595128
791937,0,1631,708,5,392028,0,3,1,4,2,0,0,30.72319749
791938,0,1631,708,5,193860,0,1,1,6,9,0,0,15.19278997
791939,0,1631,708,5,201399,2,2,2,1,8,0,0,11.68207657
791940,0,1631,708,5,161550,1,1,2,1,9,0,0,9.370649652
791941,0,1631,708,1,9046,0,0,2,1,9,0,0,0.524756381
791942,0,1631,708,5,393751,0,3,2,1,2,0,0,22.83939675
791943,0,1631,708,5,431553,0,0,1,4,9,0,0,33.82083856
791944,0,1631,708,2,54948,0,2,2,5,6,0,0,3.187270302
791945,0,1631,708,5,437262,0,1,1,6,2,0,0,34.26818182
791946,0,1631,708,5,437262,0,1,1,6,2,0,0,34.26818182
791947,0,1631,708,5,437262,0,1,1,6,2,0,0,34.26818182
791948,0,1631,708,1,12062,0,0,1,6,9,0,0,0.945329154
791949,0,1631,708,4,122131,0,1,1,6,2,0,0,9.57145768
791950,0,1631,708,5,269250,0,1,1,6,9,0,0,21.10109718
791951,0,1631,708,5,269250,0,1,1,6,9,0,0,21.10109718
791952,0,1631,708,2,51265,0,1,1,6,7,0,0,4.017648903
791953,0,1631,708,5,301560,0,2,1,6,2,0,0,23.63322884
791954,0,1631,708,5,184167,0,1,1,4,9,0,0,14.43315047
791955,0,1631,708,5,323100,0,1,1,4,9,0,0,25.32131661
791956,0,1631,708,5,182013,0,0,1,6,9,0,0,14.26434169
791957,0,1631,708,5,180936,2,3,3,1,2,0,0,8.33038674
791958,0,1631,708,1,0,0,0,1,6,9,0,0,0
791959,0,1631,708,4,123855,2,2,2,1,2,0,0,7.184164733
791960,0,1631,708,4,123855,2,2,2,1,2,0,0,7.184164733
791961,0,1631,708,4,123855,2,2,2,1,2,0,0,7.184164733
791962,0,1631,708,4,123855,2,2,2,1,2,0,0,7.184164733
791963,0,1631,708,4,123855,2,2,2,1,2,0,0,7.184164733
791964,0,1631,708,5,215400,0,1,1,4,9,0,0,16.88087774
791965,0,1631,708,5,494450,0,2,1,4,2,0,0,38.75005486
791966,0,1631,708,5,494450,0,2,1,4,2,0,0,38.75005486
791967,0,1631,708,5,494450,0,2,1,4,2,0,0,38.75005486
791968,0,1631,708,5,280020,0,1,1,6,9,0,0,21.94514107
791969,0,1631,708,2,41464,0,1,1,4,9,0,0,3.249568966
791970,0,1631,708,5,289174,0,2,2,1,2,0,0,16.77346288
791971,0,1631,708,5,209368,0,4,2,1,2,0,0,12.14436195
791972,0,1631,708,5,160365,0,1,1,4,6,0,0,12.56781348
791973,0,1631,708,3,60710,0,1,1,6,9,0,0,4.757875392
791974,0,1631,708,5,226277,0,0,1,4,7,0,0,17.73336207
791975,0,1631,708,5,226277,0,0,1,4,7,0,0,17.73336207
791976,0,1631,708,5,226277,0,0,1,4,7,0,0,17.73336207
791977,0,1631,708,5,199137,0,3,3,7,2,0,0,9.168383978
791978,0,1631,708,5,199137,0,3,3,7,2,0,0,9.168383978
791979,0,1631,708,5,199137,0,3,3,7,2,0,0,9.168383978
791980,0,1631,708,4,100807,0,0,1,6,8,0,0,7.900250784
791981,0,1631,708,5,158857,0,2,1,4,2,0,0,12.44964734
791982,0,1631,708,1,22617,0,1,1,6,2,0,0,1.772492163
791983,0,1631,708,5,623044,0,0,1,6,9,0,0,48.82793887
791984,0,1631,708,5,226266,0,2,1,4,8,0,0,17.73251803
791985,0,1631,708,5,241463,0,1,2,1,9,0,0,14.00599768
791986,0,1631,708,5,220785,2,1,2,1,9,0,0,12.80655452
791987,0,1631,708,1,3123,0,0,1,6,7,0,0,0.244772727
791988,0,1631,708,5,215400,0,1,1,6,9,0,0,16.88087774
791989,0,1631,708,5,269250,0,2,1,4,9,0,0,21.10109718
791990,0,1631,708,1,22617,0,1,1,6,9,0,0,1.772492163
791991,0,1631,708,5,174258,0,1,1,6,2,0,0,13.65663009
791992,0,1631,708,4,100161,2,1,2,3,8,0,0,5.809802784
791993,0,1631,708,4,100161,2,1,2,3,8,0,0,5.809802784
791994,0,1631,708,4,107700,0,1,1,6,6,0,0,8.440438871
791995,0,1631,708,1,22617,0,1,1,6,9,0,0,1.772492163
791996,0,1631,708,1,22617,0,1,1,6,9,0,0,1.772492163
791997,0,1631,708,1,27355,1,1,4,1,6,0,0,1.044114504
791998,0,1631,708,1,27355,1,1,4,1,6,0,0,1.044114504
791999,0,1631,708,5,355410,0,3,2,7,2,0,0,20.61542923
792000,0,1631,708,5,355410,0,3,2,7,2,0,0,20.61542923
792001,0,1631,708,5,355410,0,3,2,7,2,0,0,20.61542923
792002,0,1631,708,5,355410,0,3,2,7,2,0,0,20.61542923
792003,0,1631,708,2,44264,0,2,2,1,2,0,0,2.567558005
792004,0,1631,708,4,134625,0,1,1,6,8,0,0,10.55054859
792005,0,1631,708,5,278404,0,2,2,7,9,0,0,16.1487529
792006,0,1631,708,2,47388,0,2,2,1,8,0,0,2.748723898
792007,0,1631,708,5,168012,3,3,3,1,2,0,0,7.735359116
792008,0,1631,708,5,168012,3,3,3,1,2,0,0,7.735359116
792009,0,1631,708,1,16047,0,0,1,6,9,0,0,1.257625392
792010,0,1631,708,1,16047,0,0,1,6,9,0,0,1.257625392
792011,0,1631,708,4,129240,0,1,1,4,2,0,0,10.12852665
792012,0,1631,708,3,75282,0,2,2,5,5,0,0,4.366722738
792013,0,1631,708,3,75282,0,2,2,5,5,0,0,4.366722738
792014,0,1631,708,3,75282,0,2,2,5,5,0,0,4.366722738
792015,0,1631,708,3,75282,0,2,2,5,5,0,0,4.366722738
792016,0,1631,708,4,135163,0,2,1,6,8,0,0,10.59275078
792017,0,1631,708,5,379750,0,1,1,6,2,0,0,29.76098746
792018,0,1631,708,5,179320,0,2,3,7,3,0,0,8.256008287
792019,0,1631,708,5,179320,0,2,3,7,3,0,0,8.256008287
792020,0,1631,708,5,179320,0,2,3,7,3,0,0,8.256008287
792021,0,1631,708,4,119223,0,1,1,6,2,0,0,9.343565831
792022,0,1631,708,4,119223,0,1,1,6,2,0,0,9.343565831
792023,0,1631,708,5,215400,0,1,1,4,9,0,0,16.88087774
792024,0,1631,708,5,161119,2,0,2,1,8,0,0,9.345661253
792025,0,1631,708,2,32633,0,1,1,6,8,0,0,2.557452978
792026,0,1631,708,5,215938,0,1,1,4,9,0,0,16.92307994
792027,0,1631,708,4,113085,0,1,1,6,6,0,0,8.862460815
792028,0,1631,708,5,161873,0,0,1,4,9,0,0,12.68597962
792029,0,1631,708,5,231770,0,1,2,7,9,0,0,13.4437587
792030,0,1631,708,4,124501,0,1,1,6,2,0,0,9.757147335
792031,0,1631,708,1,3231,0,2,2,2,6,0,0,0.187412993
792032,0,1631,708,1,3231,0,2,2,2,6,0,0,0.187412993
792033,0,1631,708,1,3231,0,2,2,2,6,0,0,0.187412993
792034,0,1631,708,1,3231,0,2,2,2,6,0,0,0.187412993
792035,0,1631,708,1,3231,0,2,2,2,6,0,0,0.187412993
792036,0,1631,708,5,212169,0,0,1,6,9,0,0,16.62766458
792037,0,1631,708,5,212169,0,0,1,6,9,0,0,16.62766458
792038,0,1631,708,5,280020,0,1,2,7,9,0,0,16.2424594
792039,0,1631,708,5,280020,0,1,2,7,9,0,0,16.2424594
792040,0,1631,708,4,134194,0,0,1,6,9,0,0,10.51678683
792041,0,1631,708,5,274635,0,1,1,4,9,0,0,21.52311912
792042,0,1631,708,5,274635,0,1,1,4,9,0,0,21.52311912
792043,0,1631,708,5,326223,2,2,2,1,2,0,0,18.9224652
792044,0,1631,708,5,177705,0,1,1,6,8,0,0,13.92672414
792045,0,1631,708,1,25094,0,1,1,4,9,0,0,1.966622257
792046,0,1631,708,5,492189,0,1,1,4,8,0,0,38.57280564
792047,0,1631,708,4,115389,2,2,3,1,2,0,0,5.312604972
792048,0,1631,708,4,119116,0,1,1,6,9,0,0,9.335125392
792049,0,1631,708,5,511251,0,1,1,6,2,0,0,40.06676332
792050,0,1631,708,5,511251,0,1,1,6,2,0,0,40.06676332
792051,0,1631,708,5,511251,0,1,1,6,2,0,0,40.06676332
792052,0,1631,708,5,511251,0,1,1,6,2,0,0,40.06676332
792053,0,1631,708,1,15939,0,0,1,4,9,0,0,1.249184953
792054,0,1925,712,5,156165,2,2,2,1,2,0,0,9.058294664
792055,0,1925,712,5,296175,2,2,2,1,9,0,0,17.17952436
792056,0,1925,712,1,17662,0,1,1,4,3,0,0,1.384231975
792057,0,1925,712,3,64620,0,2,1,6,5,0,0,5.064263323
792058,0,1925,712,5,204630,0,2,2,5,3,0,0,11.86948956
792059,0,1925,712,5,199245,0,2,2,5,5,0,0,11.55713457
792060,0,1925,712,5,161550,0,3,3,7,5,0,0,7.437845304
792061,0,1925,712,2,34464,0,1,1,6,8,0,0,2.700940439
792062,0,1925,712,3,68497,0,1,1,4,9,0,0,5.368119122
792063,0,1925,712,3,68497,0,1,1,4,9,0,0,5.368119122
792064,0,1925,712,1,15508,0,0,1,6,9,0,0,1.215423197
792065,0,1925,712,3,64835,0,1,1,6,9,0,0,5.081144201
792066,0,1925,712,4,140010,0,1,1,4,8,0,0,10.97257053
792067,0,1925,712,1,12708,0,0,1,4,9,0,0,0.995971787
792068,0,1925,712,3,84006,0,0,1,6,9,0,0,6.58354232
792069,0,1925,712,5,184167,0,2,2,5,9,0,0,10.6825406
792070,0,1925,712,5,390412,2,2,2,1,9,0,0,22.64573666
792071,0,1925,712,4,120624,0,1,2,7,3,0,0,6.99675174
792072,0,1925,712,1,27248,0,0,1,6,9,0,0,2.135431034
792073,0,1925,712,1,27248,0,0,1,6,9,0,0,2.135431034
792074,0,1925,712,3,94237,0,1,1,4,9,0,0,7.385384013
792075,0,1925,712,4,129240,0,2,2,7,8,0,0,7.496519722
792076,0,1925,712,3,87237,2,2,2,1,9,0,0,5.060150812
792077,0,1925,712,4,103392,0,1,1,4,9,0,0,8.102821317
792078,0,1925,712,1,14324,0,1,1,4,9,0,0,1.12257837
792079,0,1925,712,2,32310,0,0,1,6,9,0,0,2.532131661
792080,0,1925,712,1,20463,0,1,1,4,4,0,0,1.603683386
792081,0,1925,712,3,91760,0,1,1,4,9,0,0,7.191253918
792082,0,1925,712,5,193860,0,2,2,7,6,0,0,11.24477958
792083,0,1925,712,5,617121,0,2,2,5,9,0,0,35.79588167
792084,0,1925,712,3,88637,0,1,1,6,2,0,0,6.946481191
792085,0,1925,712,4,124932,2,1,3,1,9,0,0,5.751933702
792086,0,1925,712,3,86160,0,1,1,4,6,0,0,6.752351097
792087,0,1925,712,5,215400,0,2,2,5,9,0,0,12.49419954
792088,0,1925,712,5,193860,0,2,2,5,3,0,0,11.24477958
792089,0,1925,712,2,31017,0,2,1,4,2,0,0,2.430846395
792090,0,1925,712,3,96930,0,1,1,6,9,0,0,7.596394984
792091,0,1925,712,3,90468,0,1,1,6,9,0,0,7.089968652
792092,0,1925,712,4,122131,0,1,1,6,2,0,0,9.57145768
792093,0,1925,712,2,34356,0,1,1,6,7,0,0,2.6925
792094,0,1925,712,2,51265,0,1,1,6,7,0,0,4.017648903
792095,0,1925,712,2,39741,0,0,1,6,8,0,0,3.114521944
792096,0,1925,712,3,70005,0,1,1,4,9,0,0,5.486285266
792097,0,1925,712,5,184167,0,1,1,4,9,0,0,14.43315047
792098,0,1925,712,1,15724,0,1,1,6,9,0,0,1.232304075
792099,0,1925,712,1,17232,0,1,1,6,2,0,0,1.350470219
792100,0,1925,712,5,161550,0,1,1,4,9,0,0,12.66065831
792101,0,1925,712,5,235863,3,4,3,1,2,0,0,10.85925414
792102,0,1925,712,3,70005,0,1,1,4,7,0,0,5.486285266
792103,0,1925,712,2,43080,0,1,1,4,9,0,0,3.376175549
792104,0,1925,712,2,36618,0,1,1,4,8,0,0,2.869749216
792105,0,1925,712,5,194398,2,2,2,1,5,0,0,11.27601508
792106,0,1925,712,5,162411,0,2,2,7,5,0,0,9.42062645
792107,0,1925,712,4,129240,0,1,1,4,6,0,0,10.12852665
792108,0,1925,712,2,38772,0,1,1,6,9,0,0,3.038557994
792109,0,1925,712,4,107700,0,1,1,4,4,0,0,8.440438871
792110,0,1925,712,1,13247,0,0,1,4,9,0,0,1.038173981
792111,0,1925,712,5,151857,0,1,2,7,9,0,0,8.808410673
792112,0,1925,712,5,150780,0,1,2,5,8,0,0,8.745939675
792113,0,1925,712,3,70005,0,0,1,4,9,0,0,5.486285266
792114,0,1925,712,4,145395,0,1,2,7,6,0,0,8.433584687
792115,0,1925,712,3,74851,0,0,1,4,9,0,0,5.866105016
792116,0,1925,712,4,101238,0,1,1,4,5,0,0,7.934012539
792117,0,1925,712,5,278404,0,2,2,7,9,0,0,16.1487529
792118,0,1925,712,1,13247,0,0,1,4,9,0,0,1.038173981
792119,0,1925,712,5,161550,0,2,1,4,9,0,0,12.66065831
792120,0,1925,712,1,9046,0,1,1,4,7,0,0,0.708996865
792121,0,1925,712,5,183090,0,1,1,4,7,0,0,14.34874608
792122,0,1925,712,3,93052,0,1,1,6,2,0,0,7.292539185
792123,0,1925,712,5,250294,0,1,1,4,9,0,0,19.61557994
792124,0,1925,712,5,1709306,3,3,3,1,2,0,0,78.69736188
792125,0,1925,712,5,205330,0,2,3,5,8,0,0,9.453501381
792126,0,1925,712,3,63866,0,0,1,4,9,0,0,5.005180251
792127,0,1925,712,3,71082,0,1,1,4,7,0,0,5.570689655
792128,0,1925,712,3,74313,0,0,1,4,9,0,0,5.823902821
792129,0,1925,712,5,151857,2,2,2,1,6,0,0,8.808410673
792130,0,1925,712,3,75390,0,1,1,6,5,0,0,5.90830721
792131,0,1925,712,3,60312,0,1,1,4,7,0,0,4.726645768
792132,0,1925,712,3,88529,0,1,1,6,7,0,0,6.938040752
792133,0,1925,712,5,152233,2,1,2,1,9,0,0,8.830275522
792134,0,1925,712,2,50619,0,2,1,6,9,0,0,3.96700627
792135,0,1925,712,5,301560,0,2,2,5,9,0,0,17.49187935
792136,0,1925,712,3,99945,0,1,1,4,8,0,0,7.832727273
792137,0,1925,712,2,37695,0,1,1,4,6,0,0,2.954153605
792138,0,1925,712,4,104684,0,1,1,4,7,0,0,8.204106583
792327,0,2013,720,5,183090,2,2,2,1,7,0,0,10.62006961
792328,0,2013,720,1,26925,1,1,3,3,2,0,0,1.239640884
792329,0,2013,720,2,53634,0,1,1,6,2,0,0,4.203338558
792330,0,2013,720,4,123855,0,1,1,4,4,0,0,9.706504702
792331,0,2013,720,2,57511,0,1,1,4,2,0,0,4.507194357
792332,0,2013,720,2,43080,1,2,2,1,2,0,0,2.498839907
792333,0,2013,720,3,64835,0,1,1,6,9,0,0,5.081144201
792334,0,2013,720,4,140010,0,1,1,4,8,0,0,10.97257053
792335,0,2013,720,1,25848,0,1,2,5,2,0,0,1.499303944
792336,0,2013,720,1,25848,0,1,2,5,2,0,0,1.499303944
792337,0,2013,720,1,25848,0,1,2,5,2,0,0,1.499303944
792338,0,2013,720,4,120624,0,1,2,7,3,0,0,6.99675174
792339,0,2013,720,3,86160,0,1,1,4,3,0,0,6.752351097
792340,0,2013,720,4,128163,0,2,2,7,6,0,0,7.434048724
792341,0,2013,720,4,129240,0,2,2,7,8,0,0,7.496519722
792342,0,2013,720,4,103392,0,1,1,4,9,0,0,8.102821317
792343,0,2013,720,2,42541,0,1,1,6,2,0,0,3.333973354
792344,0,2013,720,2,31017,0,2,1,4,2,0,0,2.430846395
792345,0,2013,720,5,226170,2,3,3,3,9,0,0,10.41298343
792346,0,2013,720,3,86160,0,1,1,6,9,0,0,6.752351097
792347,0,2013,720,4,113085,0,1,1,4,8,0,0,8.862460815
792348,0,2013,720,4,101238,0,1,1,6,9,0,0,7.934012539
792349,0,2013,720,3,69358,0,1,1,6,7,0,0,5.435642633
792350,0,2013,720,3,66558,0,2,1,6,2,0,0,5.216191223
792351,0,2013,720,2,37910,0,0,1,6,9,0,0,2.971034483
792352,0,2013,720,2,54065,1,1,3,3,3,0,0,2.489198895
792353,0,2013,720,2,54065,1,1,3,3,3,0,0,2.489198895
792354,0,2013,720,1,107,0,0,1,6,5,0,0,0.008440439
792355,0,2013,720,5,247710,2,2,2,1,9,0,0,14.36832947
792356,0,2013,720,5,194398,2,2,2,1,5,0,0,11.27601508
792357,0,2013,720,5,162411,0,2,2,7,5,0,0,9.42062645
792358,0,2013,720,3,80775,0,1,1,6,9,0,0,6.330329154
792359,0,2013,720,3,73236,0,1,1,4,5,0,0,5.739498433
792360,0,2013,720,3,73236,0,1,1,4,5,0,0,5.739498433
792361,0,2013,720,3,84436,0,1,1,4,6,0,0,6.617304075
792362,0,2013,720,3,70005,1,1,3,3,2,0,0,3.223066298
792363,0,2013,720,5,151857,0,1,2,7,9,0,0,8.808410673
792364,0,2013,720,3,76790,0,1,1,4,8,0,0,6.018032915
792365,0,2013,720,4,107700,0,1,1,6,6,0,0,8.440438871
792366,0,2013,720,4,145395,0,1,2,7,6,0,0,8.433584687
792367,0,2013,720,4,119439,0,3,2,5,7,0,0,6.928033643
792368,0,2013,720,4,109854,0,5,1,4,3,0,0,8.609247649
792369,0,2013,720,5,161550,0,2,1,4,9,0,0,12.66065831
792370,0,2013,720,4,135163,0,2,1,6,8,0,0,10.59275078
792371,0,2013,720,4,119223,0,1,1,6,2,0,0,9.343565831
792372,0,2013,720,4,144318,0,2,2,7,8,0,0,8.371113689
792373,0,2013,720,2,58804,0,1,2,5,7,0,0,3.410916473
792374,0,2013,720,5,152233,2,1,2,1,9,0,0,8.830275522
792375,0,2013,720,2,50619,0,2,1,6,9,0,0,3.96700627
792376,0,2013,720,4,115389,2,2,3,1,2,0,0,5.312604972
792377,0,2013,720,5,241248,2,3,3,1,2,0,0,11.10718232
792378,0,2013,720,2,37695,0,1,1,4,6,0,0,2.954153605
792379,0,1918,733,3,73236,0,1,1,6,9,0,0,5.739498433
792380,0,1918,733,1,12600,0,0,1,4,9,0,0,0.987531348
792381,0,1918,733,1,11847,0,0,1,4,9,0,0,0.928448276
792382,0,1918,733,2,53203,0,1,1,6,8,0,0,4.169576803
792383,0,1918,733,2,38772,0,1,1,6,6,0,0,3.038557994
792384,0,1918,733,5,161550,0,3,3,7,5,0,0,7.437845304
792385,0,1918,733,2,59235,0,1,1,6,8,0,0,4.642241379
792386,0,1918,733,3,95853,0,1,1,6,6,0,0,7.511990596
792387,0,1918,733,3,64835,0,1,1,6,9,0,0,5.081144201
792388,0,1918,733,3,75390,0,1,1,6,2,0,0,5.90830721
792389,0,1918,733,3,61378,0,0,1,4,6,0,0,4.810206113
792390,0,1918,733,1,12708,0,0,1,4,9,0,0,0.995971787
792391,0,1918,733,4,142164,2,2,2,1,7,0,0,8.246171694
792392,0,1918,733,5,390412,2,2,2,1,9,0,0,22.64573666
792393,0,1918,733,3,94776,0,1,1,6,9,0,0,7.427586207
792394,0,1918,733,1,11954,0,0,1,4,9,0,0,0.936888715
792395,0,1918,733,1,11954,0,0,1,4,9,0,0,0.936888715
792396,0,1918,733,3,80775,0,1,1,4,6,0,0,6.330329154
792397,0,1918,733,1,23694,1,2,2,3,6,0,0,1.374361949
792398,0,1918,733,4,128163,0,2,2,7,6,0,0,7.434048724
792399,0,1918,733,1,26925,1,1,2,2,6,0,0,1.561774942
792400,0,1918,733,1,26925,1,1,2,2,6,0,0,1.561774942
792401,0,1918,733,1,26925,1,1,2,2,6,0,0,1.561774942
792402,0,1918,733,1,26925,1,1,2,2,6,0,0,1.561774942
792403,0,1918,733,4,129240,0,2,2,7,8,0,0,7.496519722
792404,0,1918,733,1,12924,0,1,1,4,9,0,0,1.012852665
792405,0,1918,733,2,32310,0,0,1,6,9,0,0,2.532131661
792406,0,1918,733,5,226170,0,2,2,5,7,0,0,13.11890951
792407,0,1918,733,5,617121,0,2,2,5,9,0,0,35.79588167
792408,0,1918,733,5,617121,0,2,2,5,9,0,0,35.79588167
792409,0,1918,733,2,46526,0,1,1,6,7,0,0,3.646269592
792410,0,1918,733,3,88637,0,1,1,6,2,0,0,6.946481191
792411,0,1918,733,3,86160,0,1,1,4,6,0,0,6.752351097
792412,0,1918,733,5,215400,0,2,2,5,9,0,0,12.49419954
792413,0,1918,733,3,77544,0,1,1,6,9,0,0,6.077115987
792414,0,1918,733,1,17662,0,1,1,4,3,0,0,1.384231975
792415,0,1918,733,1,20570,0,1,1,6,8,0,0,1.612123824
792416,0,1918,733,5,471726,0,2,1,4,9,0,0,36.96912226
792417,0,1918,733,5,226170,2,3,3,3,9,0,0,10.41298343
792418,0,1918,733,3,86160,0,1,1,6,9,0,0,6.752351097
792419,0,1918,733,1,236,0,0,1,6,9,0,0,0.018568966
792420,0,1918,733,1,0,0,1,1,4,2,0,0,0
792421,0,1918,733,4,127193,0,1,2,5,9,0,0,7.377824826
792422,0,1918,733,5,204511,2,2,2,1,8,0,0,11.86261775
792423,0,1918,733,2,51265,0,1,1,6,7,0,0,4.017648903
792424,0,1918,733,2,37910,0,0,1,6,9,0,0,2.971034483
792425,0,1918,733,3,70005,0,1,1,4,9,0,0,5.486285266
792426,0,1918,733,3,88314,0,1,1,6,7,0,0,6.921159875
792427,0,1918,733,3,88314,0,1,1,6,7,0,0,6.921159875
792428,0,1918,733,1,0,0,1,1,6,9,0,0,0
792429,0,1918,733,1,0,0,1,1,6,9,0,0,0
792430,0,1918,733,2,53850,0,1,1,4,3,0,0,4.220219436
792431,0,1918,733,2,43080,0,1,1,4,9,0,0,3.376175549
792432,0,1918,733,5,283251,0,2,2,7,7,0,0,16.42987239
792433,0,1918,733,5,247710,2,2,2,1,9,0,0,14.36832947
792434,0,1918,733,1,20463,0,1,1,6,9,0,0,1.603683386
792435,0,1918,733,1,11631,0,0,1,4,9,0,0,0.911567398
792436,0,1918,733,4,100161,1,2,2,3,7,0,0,5.809802784
792437,0,1918,733,5,212169,0,2,2,7,5,0,0,12.30678654
792438,0,1918,733,5,162411,0,2,2,7,5,0,0,9.42062645
792439,0,1918,733,4,129240,0,1,1,4,6,0,0,10.12852665
792440,0,1918,733,2,32310,0,1,1,4,7,0,0,2.532131661
792441,0,1918,733,2,54603,0,1,1,4,7,0,0,4.279302508
792442,0,1918,733,4,107700,0,1,1,4,4,0,0,8.440438871
792443,0,1918,733,1,18309,0,1,1,4,2,0,0,1.434874608
792444,0,1918,733,3,84436,0,1,1,4,6,0,0,6.617304075
792445,0,1918,733,5,206353,0,1,2,7,8,0,0,11.96944316
792446,0,1918,733,5,265157,2,2,5,1,2,0,0,8.64267927
792447,0,1918,733,5,151857,0,1,2,7,9,0,0,8.808410673
792448,0,1918,733,3,70005,0,0,1,4,9,0,0,5.486285266
792449,0,1918,733,3,80775,0,1,1,4,8,0,0,6.330329154
792450,0,1918,733,4,107700,0,1,1,6,6,0,0,8.440438871
792451,0,1918,733,4,145395,0,1,2,7,6,0,0,8.433584687
792452,0,1918,733,1,4308,0,1,1,4,2,0,0,0.337617555
792453,0,1918,733,5,278404,0,2,2,7,9,0,0,16.1487529
792454,0,1918,733,1,9046,0,1,1,4,7,0,0,0.708996865
792455,0,1918,733,5,183090,0,1,1,4,7,0,0,14.34874608
792456,0,1918,733,3,93052,0,1,1,6,2,0,0,7.292539185
792457,0,1918,733,5,215400,0,1,1,4,9,0,0,16.88087774
792458,0,1918,733,5,250294,0,1,1,4,9,0,0,19.61557994
792459,0,1918,733,2,41895,0,1,1,4,6,0,0,3.283330721
792460,0,1918,733,4,101238,0,1,1,6,9,0,0,7.934012539
792461,0,1918,733,4,133548,0,2,2,7,3,0,0,7.746403712
792462,0,1918,733,4,129455,0,1,1,6,8,0,0,10.14540752
792463,0,1918,733,2,46418,0,1,1,4,6,0,0,3.637829154
792464,0,1918,733,1,23047,0,0,1,6,8,0,0,1.806253918
792465,0,1918,733,5,205330,0,2,3,5,8,0,0,9.453501381
792466,0,1918,733,4,107700,0,2,1,4,8,0,0,8.440438871
792467,0,1918,733,5,221269,2,1,2,1,9,0,0,12.83466647
792468,0,1918,733,3,76467,0,1,1,4,3,0,0,5.992711599
792469,0,1918,733,4,146472,0,1,1,4,9,0,0,11.47899687
792470,0,1918,733,3,88529,0,1,1,6,7,0,0,6.938040752
792471,0,1918,733,2,50619,0,2,1,6,9,0,0,3.96700627
792472,0,1918,733,2,50619,0,2,1,6,9,0,0,3.96700627
792473,0,1918,733,5,301560,0,2,2,5,9,0,0,17.49187935
792474,0,1918,733,4,113085,2,1,2,1,6,0,0,6.559454756
792475,0,1918,733,1,1292,0,0,5,3,6,0,0,0.042125163
792606,0,2080,741,4,107700,2,2,2,2,2,0,0,6.247099768
792607,0,2080,741,2,32310,0,1,1,4,7,0,0,2.532131661
792608,0,2080,741,1,4588,0,0,1,4,10,0,0,0.359562696
792662,0,1898,747,5,174904,0,1,1,4,8,0,0,13.70727273
792663,0,1898,747,4,135594,0,1,1,6,8,0,0,10.62651254
792664,0,1898,747,4,135594,0,1,1,6,8,0,0,10.62651254
792665,0,1898,747,5,166935,0,1,1,4,8,0,0,13.08268025
792666,0,1898,747,5,166935,0,1,1,4,8,0,0,13.08268025
792667,0,1898,747,5,166935,0,1,1,4,8,0,0,13.08268025
792668,0,1898,747,5,166935,0,1,1,4,8,0,0,13.08268025
792669,0,1898,747,2,39752,0,0,1,4,9,0,0,3.115365987
792670,0,1898,747,2,39752,0,0,1,4,9,0,0,3.115365987
792671,0,1898,747,2,48465,0,1,1,4,8,0,0,3.798197492
792672,0,1898,747,2,48465,0,1,1,4,8,0,0,3.798197492
792673,0,1898,747,2,48465,0,1,1,4,8,0,0,3.798197492
792674,0,1898,747,5,248787,3,5,3,1,9,0,0,11.45428177
792675,0,1898,747,5,248787,3,5,3,1,9,0,0,11.45428177
792676,0,1898,747,5,248787,3,5,3,1,9,0,0,11.45428177
792677,0,1898,747,5,248787,3,5,3,1,9,0,0,11.45428177
792678,0,1898,747,5,248787,3,5,3,1,9,0,0,11.45428177
792679,0,1898,747,5,248787,3,5,3,1,9,0,0,11.45428177
792680,0,1898,747,5,310283,2,2,2,1,2,0,0,17.99789443
